label,nodeid,r,x,y
"prophet, day, narrated_ibn_abba, jihad, intent, conquest, call, migrat, mecca",2814,705,17,704
"prophet, migrat, islam, pledg, mujalid_bin_musud, mujashi, brother, uthman, masud, allegi, bin, mecca, mujalid, conquest, an_nahdi, abu",2815,485,19,485
"ata, migrat, aisha, victori, mountain, ubai_bin_umar, mecca, allah, prophet, thabir",2816,1002,22,1001
"prophet, az_zubair, islam, leader, cloth, abdur_rahman, love, badr, place, support, braid, umar, favor, ali, properti, companion, talha, hurri, abu, dont, hand, letter, disbeliev, hatib, uthman, famili, blood, sad_bin_ubaida, nobodi, none, mecca, ar_roudah, reason, allah, ladi, rel",2817,417,25,416
"_ibn_az_zubair, apostl, mulaika, do, allah, narrated_ibn_abi, ride",2818,1096,19,1095
"boy, as_saib_bin_yazid, allah, apostl, thaniyatal_wada",2819,1516,22,1516
"abdullah, prophet, clan, takbir, slave, thrice, promis, prais, worship, wish, jihad, infidel, lord, allah, repent",2820,664,21,663
"prophet, take, apostl, medina, face, usfan, bint, care, abu, may, huyay, she_camel, allah, camel, talha, anas_bin_malik, garment, compani, ladi, safiya",2821,808,21,808
"prophet, ana, wife, apostl, did, talha, medina, abu, may, sub_narr, she_camel, compani, camel, journey, anas_bin_malik, garment, allah, safiya",2822,932,21,932
"prophet, jabir_bin_abdullah, enter, compani, rakat, mosqu, medina, journey",2823,710,17,710
"prophet, journey, kab, rakat, mosqu, forenoon",2824,839,20,839
"prophet, muharib_bin_dithar, jabir, dirham, cow, uqiya, allah, sirar, camel, mosqu, gold, jabir_bin_abdullah, rakat, medina, meat, apostl",2825,842,20,842
"prophet, place, sirar, jabir, rakat, offer, medina, journey",2826,702,16,702
"caus, abdullah_bin_masud, time, apostl, prayer, good, deed, parent, allah, tiful, jihad",2827,870,18,870
"migrat, muslim, narrated_ibn_abba, apostl, intent, allah, hijra, ruler, jihad, mecca, conquest, medina",2828,764,19,764
"prophet, women, aisha, apostl, caus, hajj_mabrur, deed, allah, jihad, hajj",2829,1357,23,1356
"muslim, mujahid, fast, apostl, prayer, huraira, reward, ceas, instruct, battle_field, deed, abu_, man, footstep, fighter, hors, equal, mosqu, allah, abu",2830,703,18,702
"utmost, apostl, believ, caus, al_khudri, somebodi, properti, life, said, abu, allah, peopl",2831,1027,21,1027
"paradis, cause____i, mujahid, huraira, cause__, abu, allah, apostl",2832,1377,22,1377
"apostl, throne, caus, haran, um_haram, king, milhan, follow, um, anas_bin_malik, invok, allah",2833,697,27,697
"prophet, month, al_firdau, someth, apostl, huraira, news, land, caus, heaven, grade, mujahidin, earth, peopl, paradis, matter, prayer, offer, shall, distanc, abu, allah, ramadan",2834,837,21,837
"prophet, hous, night, tree, martyr, better, samura, men, dream",2835,635,16,634
"prophet, endeavor, anas_bin_malik, afternoon, allah, world, caus, forenoon",2836,1164,16,1164
"prophet, paradis, huraira, bow, afternoon, world, caus, sun, place, rise, forenoon, endeavor, abu, allah, set",2837,870,16,870
"prophet, endeavor, sahl_bin_sad, world, allah, afternoon, caus, forenoon",2838,1130,16,1130
"prophet, ana, afternoon, caus, hereaft, endeavor, earth, heaven, paradis, martyrdom, world, forenoon, anas_bin_malik, superior, martyr, allah, nobodi",2839,613,18,613
"prophet, hand, al1ah, huraira, mean, convey, men, him, caus, believ, whose, life, sariya, army_unit, allah, abu",2840,847,19,846
"prophet, sermon, sub_narr, command, khalid_bin_al_walid, abdullah_bin_rawaha, aiyub, flag, zaid, anas_bin_malik, allah, jafar",2841,781,21,780
"prophet, hous, sham, apostl, throne, expedit, jihad, dream, haran, slept, mu, king, allah, repli, sea, haram, follow, um, anas_bin_malik, invok, question",2842,638,25,637
"ana, prophet, pagan, messag, apostl, amir, lihyan, hammam, top, rest, usaiya, death, lord, salim, kaba, sub_narr, uncl, parti, bam, men, vers, greater, mountain, bani, man, tribe, ral, dhakwan, allah, secur, gabriel",2843,503,22,503
"jundab_bin_sufyan, finger, apostl, battl, allah, caus, got",2844,1129,19,1129
"day, hand, apostl, resurrec, huraira, him, caus, whose, soul, allah, abu",2845,1154,22,1154
"abdullah_bin_abba, sufyan, outcom, battl, success, heracliu, way, apostl, victori, prophet, abu",2846,950,47,949
"muslim, pagan, sad_bin_muadh, badr, battl, absent, uncl, uhud, men, sister, chanc, doubt, ana, day, apostl, anas_bin_an_nadr, bodi, back, an_nadr, allah",2847,524,20,524
"zaid_bin_thabit, manuscript, al_ansari, believ, quran, men, surat, vers, khuzaima_bin_thabjt, al_ahzab, __, wit, allah, kharija_bin_zaid, apostl",2848,598,18,598
"prophet, work, clad, apostl, reward, iron, shall, face, armor, man, mask, islam, embrac, allah, al_bara",2849,913,17,913
"prophet, day, firdausal_ala, mother, badr, paradis, son, garden, hartha, person, um, hartha_bin_suraqa, anas_bin_malik, al_bara, allah, arrow, ar_rubaibint",2850,687,22,687
"prophet, booti, islam, war, fame, caus, man, fight, musa, word, allah, abu",2851,1051,20,1051
"fire, feet, anyon, apostl, caus, ab, hell, abdur_rahman_bin_jabir, allah, dust, abu",2852,959,21,959
"prophet, time, that_ibn_abba, may, brother, leg, head, group, ammar, obey, saw, adob, abu, narrat, ikrima, brick, construct, said, mosqu, garment, belong, ali_bin_abdullah, allah, garden, dust",2853,526,15,526
"day, aisha, apostl, head, arm, al_khandaq, trench, bani, battl, quraiza, bath, dust, allah, gabriel",2854,733,25,732
"day, apostl, companion, dhakwan, anas_bin_malik, vers, bir_mauna, lord, tribe, usaiya, ral, birmauna, allah",2855,767,20,767
"day, alcohol, narrat, battl, morn, sufyan, inform, uhud, peopl, part, jabir_bin_abdullah",2856,321,17,320
"prophet, front, sub_narr, daughter, jabir, amr, companion, angel, do, express, bodi, wing, narrat, father, cri, till, sadqa, face, sister, ladi, al_bukhari",2857,332,16,331
"prophet, paradis, al_mughira_bin_shuba, time, mujahid, umar, men, world, whoever, like, messag, nobodi, anas_bin_malik, lord, pagan, allah, earth, digniti, everyth",2858,596,20,596
"paradis, sword, know, aufa, apostl, shade, abdullah_bin_abi, allah",2859,987,22,987
"allah, muhammad, apostl, huraira, caus, david, women, birth, hand, tonight, intercours, son, him, whose, ninety_nin, knight, hundr, abu, solomon",2860,664,19,664
"ana, prophet, hors, medina, peopl",2861,1355,20,1354
"prophet, hold, bedouin, tree, jubair_bin_mutim, kind, apostl, muhammad_bin_jubair, liar, samurah, camel, allah, hunain, thorni, miser, cloak, beg, coward, caught, compani, peopl",2862,675,17,675
"word, apostl, write, student, teacher, end, prayer, allah, evil, son, amr_bin_maimun, skill, sad, al_audi, refug",2863,610,18,609
"prophet, afflict, grave, lazi, punish, helpless, life, anas_bin_malik, death, cowardic, allah, age, refug",2864,749,15,749
"day, apostl, abdur, compani, _bin_auf, rahman, anyth, al_miqdad_bin_al_aswad, talha_bin_ubaidullah, battl, as_sa_ib_bin_yazid, none, sad, allah, talha, uhud",2865,594,20,594
"muslim, day, no, narrated_ibn_abba, hadith, intent, ruler, jihad, mecca, conquest, emigr, prophet",2866,597,16,596
"smile, apostl, huraira, allah, men, caus, abu",2867,1591,23,1591
"muslim, apostl, khaibar, huraira, land, do, said_bin_al_a, murder, abu, hand, pig, son, guinea, of_ibn_qauq, share, allah, qaduim, wabr",2868,685,18,685
"prophet, id_ul_fitr, anas_bin_malik, id_ul_aclha, life_tim, talha, jihad, abu",2869,900,18,900
"etc, caus, plagu, apostl, diseas, huraira, martyr, allah, build, abu",2870,1101,17,1101
"prophet, muslim, martyrdom, anas_bin_malik, plaug, caus",2871,887,17,887
"inspir, home, injuri, divin, way, believ, etc, thabit, wealth, zaid, live, revel, shoulder_blad, fight, bin, blind, _ibn_um_maktum, allah, prophet, al_bara",2872,486,17,485
"prophet, home, apostl, power, live, caus, part, _ibn_um, vers, fight, maktum, zaid_bin_thabit, side, as_saidi, thigh, divin, marwan_bin_al_hakam, sahl_bin_sad, wealth, zaid, mosqu, believ, allah, ibn_maktum, jihad",2873,556,17,556
"aufa, apostl, enemi, abu_an_nadr, allah, salim, abdullah_bin_abi",2874,1097,21,1097
"ana, slave, apostl, fatigu, ansar, trench, hunger, khandaq, life, dig, muhammad, here_aft, emigr, allah, jihad, morn",2875,566,18,565
"ana, muhammad, pledg, allah, ansar, trench, jihad, hereaft, back, allegi, good, bless, emigr, medina, earth, prophet",2876,663,19,662
"prophet, allah, earth, guidanc, al_bara",2877,1783,23,1782
"prophet, day, enemi, guidanc, peopl, feet, clan, tranquil, al_ahzab, battl, abdomen, white, chariti, afflict, allah, earth, al_bara",2878,702,16,702
"ana, prophet, hadith, ghazwa, no, tabuk",2879,890,15,890
"ana, prophet, excus, peopl, path, reward, mountain, valley, medina, ghazwa",2880,706,19,706
"prophet, day, year, anyon, pleasur, seventi, said, face, journey, distanc, hell, abu, allah, fire",2881,942,19,941
"prophet, paradis, apostl, so_and_so, huraira, thing, bakr, er, come, person, caus, allah, abu",2882,1294,24,1293
"prophet, muslim, peopl, doubt, caus, vegetation_, bring, bless, pulpit, produc, temptat, awe, worri, said, anim, day, apostl, pleasur, graze, face, one, resurrect, al_khudri, abu, kill, flank, sweat, wealth, bank, question, thrice, noth, man, gluttoni, stream, allah, evil",2883,536,16,536
"ghazi, apostl, reward, allah, depend, caus",2884,1301,25,1301
"ana, prophet, sulaim, brother, um, wive, hous, medina, compani, piti",2885,621,19,621
"ana, apostl, peopl, hunut, cloth, musa_bin_ana, bodi, enemi, battl, nephew, _bin_qai, way, narrated_ibn_aun, uncl, allah, thabit, thigh, battle_field, row, anas_bin_malik, yamama",2886,506,19,506
"prophet, day, az_zubair, discipl, battl, jabir, enemi, al_ahzab, format, clan, inform",2887,532,16,532
"prophet, state, booti, peopl, drunk, daughter, till, badr, hump, battl, muttalib, ali, equip, khumu, today, saddl, grass, she_camel, parti, eye, effect, fatima, price, smell, haritha, flank, wed, rope, hamza, hous, day, sack, war, apostl, zaid_bin_haritha, liver, portion, face, appoint, goldsmith, ansari, hamza_bin_abdul, qainuqa, share, room, idhkhir, zaid_bin_, bani, man, tribe, allah, pleasant",2888,351,20,350
"prophet, sadaqa, aisha, apostl, khaibar, fai, inherit, fadak, death, chariti, medina, abu, daughter, mother, as_siddiq, believ, bakr, fatima, properti, share, allah",2889,812,25,811
"properti, fai, abu, chief, believ, group, ali, bakr, yarfa, judg, apostl, abba, umar, uthman, allah, permiss",2890,717,42,716
"prophet, month, mudar, apostl, instruct, one_fifth, ourselv, booti, hand, ad_dubba, war, al_hantam, no, hadith, peopl, khumu, deleg, narrated_ibn_abba, abdul_qai, prayer, sacr, thing, right, almuzaffat, forbid, order, none, zakat, infidel, rabia, allah, ramadan, tribe",2891,536,18,535
"sadaqa, labor, huraira, wive, heir, anyth, properti, expenditur, chariti, abu, dinar, allah, apostl",2892,885,21,885
"hous, barley, aisha, apostl, period, shelf, noth, allah, live",2893,1011,18,1011
"prophet, piec, sadaqa, mule, death, land, arm, amr_bin_al_harith, anyth",2894,568,15,568
"prophet, hous, wife, aisha, apostl, sick, wive, allah, permiss",2895,1529,25,1529
"prophet, hous, aisha, mulaika, abdurrahman, narrated_ibn_abu, day, mix, closer, siwak, turn, neck, teeth, allah, saliva",2896,738,18,738
"prophet, day, wife, apostl, seclus, satan, gate, ansari, itikaf, hous, dont, men, salama, mosqu, close, um, door, allah, ramadan, safiya",2897,750,23,749
"hous, prophet, back, call, abdullah_bin_umar, qibla, upstair, hafsa, sham, natur",2898,540,19,540
"asr, place, hujra, aisha, apostl, prayer, dwell, allah, sun",2899,1118,20,1118
"abdullah, prophet, aisha, afflict, thrice, hous, head, side, eastward, sermon, east, satan",2900,560,15,560
"prophet, hous, wife, aisha, apostl, uncl, allah, hafsa, abdur_rahman, amra, man, bint, permiss, somebodi",2901,1074,25,1074
"ana, prophet, word, apostl, muhammad, letter, bakr, caliph, line, ring, allah, bahrain, abu",2902,1186,29,1186
"ana, prophet, al_banani, strap, piec, hair, leather, shoe, thabit, isa_bin_tahman",2903,527,12,527
"wool, aisha, apostl, abu_burda, yemenit, type, one, len, burda, soul, garment, almulabbada, abu, allah, sheet",2904,742,16,742
"subnarr, crack, water, apostl, anas_bin_malik, wire, silver, asim, allah, cup, drank",2905,757,19,757
"sword, prophet, wife, peopl, yazid_bin_muawaiya, al_miswar_bin_makhrama, ali_bin_abu, talib, trial, ali, pulpit, hand, daughter, thing, merci, religion, fatima, jealousi, age, connect, puberti, apostl, abi, al_miswar, sham, martyrdom, ali_bin_al_husain, need, medina, abu, husain_bin_ali, sermon, forc, order, son_in_law, allah, jahal",2906,503,18,503
"sadaqa, day, apostl, muhammad_bin_suqa, document, anyth, mundhir, ali, offici, narrated_ibn_al_hanafiya, uthman, person, at_tuzi, order, zakat, allah, regul",2907,573,20,573
"prophet, hous, aisha, booti, apostl, maid_serv, news, girl, feet, chest, place, time, al, ali, need, akbar, bed, hand, subhan, thing, shall, greater, fatima, cool, allahu, allah, lillah, mill",2908,567,19,567
"boy, abu_al_qasim, al_qasim, kunya, apostl, name, ansar, al_ansari, man, jabir_bin_abdullah, titl, allah, prophet",2909,1038,21,1038
"muslim, narrat, apostl, huraira, anyth, abu, islam, oppon, religion, order, giver, nation, somebodi, allah, distributor, muawiya",2910,771,19,771
"muslim, day, apostl, resurrect, peopl, wealth, khaula, manner, hell, al_ansariya, allah",2911,974,21,974
"prophet, day, hors, sourc, resurrect, reward, booti, urwa_al_bariqi, hereaft",2912,666,17,665
"hand, apostl, treasur, huraira, caesar, caus, him, whose, life, allah, khosrau, abu",2913,988,28,988
"whose, caesar, hand, jabir_bin_samura, apostl, treasur, caus, life, allah, him, khosrau",2914,783,28,783
"booti, allah, jabir_bin_abdullah, apostl",2915,1933,27,1933
"paradis, gain, word, apostl, huraira, reward, motiv, jihad, place, booti, noth, belief, caus, whenc, guarante, allah, abu",2916,713,17,712
"prophet, hous, marriag, roof, huraira, till, expedit, allegi, sun, one, men, time, shecamel, booti, tribe, birth, asr, hand, pledg, prayer, town, man, anyon, follow, sheep, order, woman, abu, allah, fire",2917,601,18,601
"aslam, muslim, umar, khaibar, fighter, town, di, land, prophet",2918,606,21,606
"prophet, bedouin, posit, booti, peopl, braveri, al_ashari, caus, sake, man, fight, musa, islam, word, allah, abu",2919,884,20,884
"abdullah_bin_abu, prophet, _bin_nauf, abu_, abu_al_miswar, mulaika, companion, son, asid, al_miswar_bin_makhrama, makhrama, cloak, gate, voic, front, button, miswar",2920,322,18,322
"prophet, bani, whereupon, peopl, anas_bin_malik, favor, till, datepalm, gift, an_nadir, quraiza",2921,626,16,626
"money, properti, al_ghaba, one_third, al_jam, abdullah, abdullah_bin_az_zubair, hakim, one, thousand, master, muawiya, payment, battl, father, part, share, debt, az_zubair, land, sub_narr, son, allah",2922,291,29,290
"prophet, war, apostl, reward, badr, narrated_ibn_umar, part, uthman, booti, battl, daughter, share, allah",2923,1028,20,1028
"hawazin, talk, prison, war, apostl, allah, marwan_bin_al_hakim, taif, peopl, deleg, captiv, miswar_bin_makhrama, thing, properti, islam, truest, muslim",2924,602,23,602
"hous, prophet, prison, oat, war, apostl, did, convey, mean, anc, al_ashariyin, meal, noth, group, zahdam, hump, taim, booti, byzantin, oath, abu, complexion, matter, al_ashariyun, thing, camel, allah, come, chicken, bani, man, tribe, musa, share, avers, compani",2925,492,21,491
"toward, apostl, sariya, twelv, allah, from_ibn_umar, camel, nafi, number, booti, abdullah_bin_umar, war, share, najd",2926,603,19,602
"armi, member, apostl, sariya, narrated_ibn_umar, share, allah, addit",2927,991,23,990
"migrat, prophet, ship, time, booti, peopl, khaibar, companion, news, brother, ghazwa, burda, talib, jafar, stay, board, share, an_najashi, ethiopia, men, an_najaishi, _bin_abu, ruhm, apostl, musa, abu, allah, yemen",2928,627,20,627
"prophet, claim, time, someth, apostl, sufyan, munkadir, miser, bahrain, ibn, somebodi, hand, sub_narr, jabir, way, thrice, properti, bakr, money, person, abu, allah, action",2929,759,21,759
"prophet, booti, jabir_bin_abdullah, al_jarana, distribut, somebodi, allah, apostl",2930,1542,21,1542
"prophet, prison, war, jubair_bin_mutim, badr, sake, peopl, had, al_mutim_bin_adi",2931,685,17,685
"prophet, apostl, sham, brother, uthman_bin_affan, naufai, muttalib, hashim, naufal, ishaq, atika, murra, jubair_bin_mutim, kinship, bani, al_muttalib, abd, allah, ibn",2932,657,19,656
"talk, day, apostl, while, peopl, badr, _bin_afra, jahl, attent, left, battl, death, ansari, muadh, nephew, bodi, sword, abu, boy, hand, uncl, fate, right, him, which, abdur_rahman_bin_auf, life, row, muadh_bin_amr_bin_al_jamuh, man, allah, whose",2933,482,18,482
"muslim, day, time, apostl, enemi, will, proof, truth, prophet, battl, death, behalf, abu, stori, sword, peopl, spoil, shoulder, wit, toward, gan, qatada, bakr, behind, hunain, anyon, man, sat, umar_bin_, khattab, allah, compani, pa",2934,607,22,607
"muslim, caliph, greedi, someth, apostl, urwa_bin_az_zubair, hakim, money, fai, anyth, one, umar, who, truth, fruit, abu, hand, bakr, world, hakim_bin_hizam, wealth, anyon, sweet, him, greed, allah, satisfact",2935,483,24,483
"prophet, day, prison, war, itikaf, abdullah, vow, umar_bin_al_khattab, period, walk, al_jarana, apostl, hous, ransom, umar, matter, umra, nafi, allah, son, hunain, mecca, go, pre_lslam, captiv, street",2936,588,20,588
"prophet, latter, apostl, al_hasan, faith, amr_bin_taghlib, patienc, gift, other, peopl, heart, exclus, dearer, content, camel, true, good, statement, allah",2937,751,18,750
"ana, prophet, life, peopl, heart, order, ignor, islam",2938,880,17,879
"hawazin, sword, booti, apostl, men, ansar, fai, one, fact, ansari, spite, may, blood, properti, tribe, anas_bin_malik, infidel, allah",2939,521,24,520
"return, bedouin, tree, apostl, way, thing, peopl, camel, hunain, garment, samura, allah, jubair_bin_mutim",2940,767,20,766
"prophet, outer, bedouin, someth, shoulder, hem, impress, thick, fortun, violenc, order, anas_bin_malik, najrani, garment, allah, pull",2941,615,13,615
"abdullah, day, booti, apostl, pleasur, justic, regard, battl, distribut, other, peopl, may, uyaina, exclus, amount, allah, emin, camel, hunain, person, prefer, al_aqra_bin_habi, arab, prophet",2942,674,19,674
"hous, prophet, az_zubair, war, apostl, head, land, stone, hisham, an_nadir, booti, bint, father, bani, farsakh, date, piec, bakr, properti, distanc, abu, allah, asma",2943,730,21,729
"muslim, hijaz, jew, caliph, apostl, khaibar, umar, thought, land, narrated_ibn_umar, christian, taima, umar_bin_al_khattab, fruit, ariha, condit, allah, half, labor",2944,486,19,486
"prophet, front, person, abdullah_bin_mughaff, khaibar, fat, fort, leather, contain",2945,585,16,585
"grape, holi, battl, honey, war, narrated_ibn_umar, booti",2946,110,13,110
"prophet, day, booti, apostl, khaibar, anyth, battl, pot, narrated_ibn_abi, peopl, hunger, sub_narr, announc, said_bin_jubair, khumu, besieg, aufa, meat, donkey, allah, nobodi",2947,731,18,731
"illeg, apostl, pilgrim, bajala, leader, sort, marriag, amr_bin_au, al_ahnaf, jabir_bin_zaid, zam_zam, umar_bin_al_khattab, umar_bin_dinar, step, death, jizya, islam, bjalla, year, umar, juz_bin_muawiya, letter, uncl, dhu_mahram, abdur_rahman_bin_auf, musab_bin_az_zubair, magian, kinship, clerk, basra, infidel, hajar, cancel, allah, rel",2948,257,21,256
"prophet, time, someth, apostl, alli, bam, arriv, ansar, rejoic, ghazwa, money, al_ansari, peac, heard, al, bahrain, al_ala_bin_al_hadrami, peopl, amr_bin_auf, ubaida_bin_al_jarreh, prayer, governor, jizya, part, ubaida, amr_bin_luai, abu, allah, badr, morn",2949,619,19,619
"muslim, prophet, pagan, interpret, islam, ask, head, heaven, leg, lord, al_mughira, warrior, forty_thousand, bird, an_numan_bin_muqrin, fari, stand, countri, life, enemi, al_hurmuzan, land, stone, repres, caesar, inhabit, exampl, umar, toward, command, wing, jubair_bin_haiya, order, allah, khosrau",2950,327,28,326
"prophet, humaid, as_saidi, mule, king, aila, ghazwa, cloak, gift, tabuk, abu",2951,632,18,632
"chief, prophet, sourc, believ, tax, at_tamimi, convent, livelihood, juwairiya_bin_qudama, dhimmi, allah, depend, jo",2952,693,21,693
"prophet, till, tank, prefer, thing, ansar, land, brother, part, wish, yahya_bin_said, al_kauthar, quarri, order, other, respect, case, allah, bahrain, request",2953,528,15,527
"ana, prophet, someth, apostl, scoop, gold, jabir_bin_abdullah, someon, aqil, bahrain, abu, hand, amount, piec, bakr, thousand, money, mosqu, order, hundr, allah, revenu, al_abba",2954,737,23,737
"prophet, muslim, year, person, smell, forti, distanc, treati, abdullah_bin_amr, paradis",2955,593,19,593
"prophet, amongst, land, anyon, apostl, huraira, till, jew, mosqu, properti, belong, abu, allah, earth, bait_ul_midra, islam",2956,1052,20,1051
"prophet, front, someth, apostl, arabian, ask, stone, abba, scapula, tear, ground, peninsula, opinion, thursday, wept, peopl, bone, condit, said_bin_jubair, astray, health, allah",2957,645,19,645
"prophet, lie, someth, peopl, khaibar, huraira, jew, hell, gift, truth, father, abu, so_and_so, sheep, abual_qasim, ie, allah, question, fire",2958,791,22,791
"asim, ana, invoc, further, prayer, so_and_so, month, quran, bani_sulaim, tribe, qari, qunut, prophet",2959,513,20,513
"day, apostl, brother, duha, abi, talib, bath, hani, rakat, ali, bint, abu, asylum, daughter, mecca, fatima, man, garment, um, conquest, allah",2960,633,22,633
"worship, master, freed, peopl, ibrahim, mountain, innov, heresi, money, fact, befriend, sin, air, ali, medina, book, father, asylum, sermon, compulsori, shelter, wound, paper, whoever, camel, at_tamimi, verdict, angel, deed, blood, none, zakat, retali, curs, allah, age, muslim",2961,243,18,242
"muslim, abdullah_bin_sahl, time, huwaiuisa, abdullah_bin_sah, abdur, abdullah, son, muhaiyisa, jew, sahl_bin_abi, murder, men, peac, alaska, inhabit, hathma, oath, medina, muhaiyisa_bin_masud_bin_zaid, no, hadith, rahman_bin_sahl, charg, abdur_rahman, masud, blood, right, rahman, treati, prophet",2962,252,21,251
"abdullah_bin_abba, sufyan, member, apostl, caravan, sham, sufyan_bin_harb, quraish, truce, inform, heracliu, infidel, allah, trader, abu",2963,671,45,670
"prophet, thing, aisha, fact",2964,1415,22,1415
"prophet, hous, eighti, auf_bin_mali, hour, alasfar, flag, ghazwa, sign, approach, death, byzantin, jerusalem, tabuk, afflict, plagu, tent, increas, extent, wealth, soldier, number, truce, bani, count, leather, conquest, arab, dinar",2965,206,16,205
"tawaf, day, pagan, al_hajj_ulasghar, peopl, huraira, hajj, sacrific, slaughter, al_hajj_ulakbar, other, al_akbar, umra, year, kaba, announc, bakr, nahr, anim, none, hajj_ul_wada, abu, compani",2966,332,19,331
"lie, apostl, abdullah_bin_amr, promis, hypocrit, follow, characterist, manner, insult, allah, evil, coven",2967,658,19,657
"prophet, worship, state, peopl, huraira, mountain, tax, place, befriend, dhimmi, heresi, ali, dirhan, freed, asylum, someon, compulsori, sanctuari, paper, him, statement, none, latter, apostl, hu, innov, wherein, anyth, hand, sin, air, respect, medina, curs, muslim, abu, quran, deed, allah, abu_, raira, angel, whose, whoever, statu, master, permiss, dinar",2968,437,19,436
"prophet, day, jandal, did, shoulder, hunaif, battl, opinion, sahl_bin_, sword, abu, al_amash, zeal, siffin, lack, courag, part, wail, order, thing, neck, case",2969,413,15,412
"prophet, day, hudaibiya, apostl, wrong, oppon, yourselv, hell, abu, peopl, paradis, umar, siffin, bakr, blame, wail, right, khatab, umar_bin_, arent, allah, sahl_bin_hunaif",2970,818,25,818
"pagan, apostl, reward, allah, bakr, abi, relat, peac, asma, period, treati, bint, father, mother",2971,655,24,655
"prophet, day, apostl, muhammad, _bin_abi_talib, meccan, arm, al, ali, muhammad_bin_abdullah, peopl, mecca, umra, person, islam, treati, al_bara, allah, permiss",2972,854,26,853
"abdullah, prophet, state, umaiya_bin_khalaf, peopl, uqba_bin_abi, till, badr, kalaf, head, pagan, group, jahl_bin_, back, intestin, daugh, ubai, bodi, ter, destroy, chief, umaiya, deed, prostrat, evil, camel, fatima, muait, hisham, abu, allah, ubai_bin_",2973,462,20,461
"ana, prophet, flag, subnarr, resurrect, day, one, betray",2974,780,15,779
"prophet, day, flag, promin, resurrect, betray, narrated_ibn_umar, order",2975,766,14,766
"migrat, day, apostl, intent, idhkhir, hour, jihad, resurrect, battl, heaven, earth, narrated_ibn_abba, town, decre, anyon, mecca, conquest, allah, daytim",2976,543,20,542
"prophet, apostl, rejoic, someth, peopl, throne, face, imran_bin_husain, time, creation, tamim, tide, she_camel, begin, yemenit, bani, man, color, allah, imran, yemen",2977,749,20,749
"prophet, yemem, someth, peopl, throne, earth, heaven, imran_bin_husain, water, gate, bani, o_ibn_husain, first, tamim, apostl, paradis, creation, matter, everyth, she_camel, hell, yemenit, book, noth, man, start, tide, allah",2978,584,22,584
"apostl, huraira, son, me, slight, most, superior, adam, allah, abu",2979,1109,23,1109
"anger, apostl, throne, huraira, overpow, him, book, my, creation, allah, merci, abu",2980,937,19,937
"neck, aisha, apostl, piec, land, salama, muhammad_bin_ibrahim_bin_al_harith, person, disput, span, salama_bin_abdur_rahman, abu, allah, earth, peopl",2981,877,19,877
"prophet, day, person, salim, resurrect, piec, land, earth, father",2982,763,17,763
"prophet, month, time, dhul_hijja, rajab, bakra, heaven, success, abu, earth, mudar, dhul_qa, year, allah, sha, form, tribe, jumadi_ath_thaniyah, muharram, da, divis, ban",2983,560,18,560
"said_bin_zaid_bin_amr_bin_nufail, neck, apostl, marwan, land, earth, said, anyon, resurrect, day, right, her, allah, arwa, span",2984,639,17,639
"prophet, exalt, time, interpret, apostl, throne, dhar, sun, west, sunset, travel, all_know, cours, abu, whenc, allah, decre, statement, itself, term, might, prostrat, permiss",2985,665,19,665
"prophet, moon, resurrect, huraira, light, abu, day, sun",2986,1125,20,1125
"prophet, sign, wife, eclips, prayer, offer, sun, moon, abdullah_bin_umar, death, someon, allah, birth",2987,842,18,842
"abdullah_bin_abba, prophet, lips, prais, sun, sign, moon, eclips, life, pray, death, someon, allah",2988,734,18,734
"day, aisha, apostl, eclips, lunar, prais, sign, vers, time, peopl, way, prayer, bow, allah, recit, holi, solar, takbir, raka, prostrat, taslim",2989,643,18,643
"prophet, sign, eclips, prayer, offer, sun, moon, masud, life, death, someon, allah, abu",2990,982,19,982
"prophet, narrated_ibn_abba, peopl, wind, dabur, ad, saba",2991,905,15,905
"prophet, cloud, aisha, toward, agit, valley, sky, quran, vers, state, face, ata, wind, holi, nay, color, __, wherein, torment, peopl",2992,412,18,412
"prophet, mose, follow, gate_keep, tray, gabriel, hous, muhammad, sleep, zam_zam, visit, angel, man, answer, state, wisdom, brother, heaven, midway, abdomen, part, men, malik_bin_sasaa, question, water, bodi, wake, son, belief, throat, allah",2993,403,36,401
"day, religion, creatur, apostl, peopl, behavior, death, characterist, cubit, period, abdullah_bin_musud, creation, mother, clot, womb, paradis, matter, date, forti, piec, thing, evil, angel, livelihood, deed, blood, man, soul, hell, allah, flesh, fire",2994,420,17,420
"prophet, announc, so_and_so, huraira, heaven, love, person, inhabit, abu, allah, gabriel",2995,1156,33,1156
"latter, cloud, aisha, matter, apostl, lie, soothsay, decre, heaven, devil, mention, angel, allah",2996,682,25,681
"prophet, imam, time, scroll, peopl, prayer, huraira, arriv, name, heir, mosqu, sit, sermon, stand, gate, angel, friday, pulpit, abu",2997,613,20,613
"prophet, apostl, umar, toward, poetri, huraira, ha, poem, mosqu, presenc, support, holi, said_bin_al_musaiyab, hassan, retort, spirit, allah, behalf, abu",2998,849,25,849
"prophet, lampoon, hassan, al, bara, pagan, gabriel",2999,676,29,675
jarir,3000,25,18,17
"gabriel, cloud, bani, lane, anas_bin_malik, humaid_bin_hil, process, musa, ghanim, dust",3001,91,25,88
"prophet, inspir, state, aisha, way, divin, harith_bin_hisham, type, angel, hardest, al, sound, voic, ring, bell, abandon",3002,385,16,385
