label,nodeid,r,x,y
"prophet, paradis, gatekeep, so_and_so, huraira, bakr, caus, coupl, person, allah, object, abu",3003,1104,26,1104
"prophet, salut, aisha, bless, merci, abu, allah, salama, greet, gabriel",3004,1221,34,1221
"dont, narrated_ibn_abba, apostl, descend, him, vers, angel, respect, holi, order, __, lord, allah, gabriel",3005,683,28,683
"narrated_ibn_abba, apostl, quran, way, allah, dialect, gabriel",3006,1206,35,1205
"month, holi, narrated_ibn_abba, apostl, quran, gabriel, allah, ramadan, peopl",3007,1117,32,1117
"front, prophet, be, umar, apostl, prayer, from_ibn_masud, aziz, bashir_bin_abi, asr, masud, umar_bin_abdul, narrated_ibn_shihab, urwa, allah, gabriel",3008,870,27,869
"prophet, paradis, theft, dhar, intercours, follow, whoever, hell, gabriel, abu, allah, other, fire",3009,931,31,931
"prophet, time, huraira, heaven, who, say, ascent, turn, abu, angel, end, slave, fajr, prayer, daytim, recit, surat_al_faitiha, anyon, asr, my, night, allah, answer",3010,657,19,657
"prophet, dont, aisha, cushion, peopl, resurrect, day, hous, pillow, wherein, face, anim, appar, pictur, ruqa, life, angel, allah, nam, apostl",3011,824,18,824
"hous, creatur, apostl, dog, merci, wherein, live, anim, pictur, angel, allah, talha, abu",3012,818,19,817
"hous, prophet, wife, someth, zaid_bin_khalid, garment, prohibit, al_khaulani, wherein, presenc, said_bin_ubaidullah, pictur, didnt, ubaidullah, busr, talha, abu, busr_bin_said, maimuna, merci, zaid, angel, al_juhani, curtain, surpris, embroideri",3013,322,16,321
"prophet, hous, pictur, salim, dog, gabriel, father, angel",3014,686,30,685
"imam, apostl, prayer, huraira, say, him, you/, lord, allah, abu",3015,1235,24,1235
"prophet, any_on, pass, ablut, prayer, huraira, angel, allah, place, abu",3016,1368,21,1368
"prophet, sufyan, vers, abdullah, mali, yali, pulpit",3017,758,20,758
"prophet, day, to_ibn_abd_yalail_bin_abd_kul, aisha, peopl, sky, mountain, till, order, head, cloud, him, battl, al, lah, al_akh_shabain, none, alon, aqaba, lot, troubl, qarnath_tha_alib, uhud, allah, angel, demand, tribe, muhammad, sorrow, gabriel",3018,488,24,487
"inspir, slave, ibn, convey, nearer, masud, statement, distanc, ishaq_ash_shaibani, abu, bowlength, allah, zir, prophet, gabriel",3019,776,25,776
"abdullah, muhammad, vers, spread, prophet, carpet, lord, sky, horizon, sign",3020,585,19,585
"prophet, muhammad, aisha, horizon, whoever, fault, lord, shape, gabriel",3021,671,31,671
"prophet, aisha, masruq, figur, nearer, bow_length, man, occas, distanc, __, statement, gabriel",3022,557,23,557
"prophet, gabriel, samura, michael, men, dream, malik, gate_keep, person, hell, night, fire",3023,518,29,517
"bed, wife, apostl, huraira, till, anger, angel, relat, husband, morn, allah, abu",3024,997,21,997
"prophet, inspir, period, magnifi, chair, blanket, ground, revel, jabir_bin_abdullah, hira, voic, lord, cave, earth, divin, sky, angel, aris, garment, surpris, famili, allah, pure",3025,446,21,445
"prophet, ana, holi, bakra, doubt, height, heaven, miraj, sign, malik, vers, ascent, hell, abu, medina, complexion, mose, narrated_ibn_abba, jesu, hair, ad_dajj, men, medium, gate_keep, man, tribe, color, brown, shanawa, night, allah, fire",3026,483,24,482
"paradis, apostl, even, die, destin, anyon, place, morn, abdullah_bin_umar, hell, allah, peopl",3027,863,19,863
"prophet, imran_bin_husain, major, peopl, inhabit, hell, paradis, women",3028,815,19,815
"prophet, paradis, umar, apostl, huraira, ghaira, palac, allah, woman, women, belong, compani, ablut, abu",3029,1183,21,1183
"prophet, paradis, abdullah_bin_qai, imran, tent, believ, al_ashari, height, corner, hollow, narrat, pearl, famili, sixti, other, mile, abu",3030,458,15,457
"slave, holi, quran, apostl, huraira, reward, thing, ear, eye, soul, vers, my, hidden, abu, allah, joy, piou",3031,733,16,732
"comb, bone, utensil, apostl, huraira, wive, group, gold, everyon, beauti, silver, peopl, abu, paradis, heart, alo, amongst, sweat, wood, moon, musk, marrow, nose, allah, center, differ, natur",3032,492,16,492
"comb, bone, even, enmiti, apostl, huraira, leg, wive, ill, nose, everyon, silver, peopl, abu, paradis, heart, batch, utensil, transpar, moon, gold, man, morn, marrow, flesh, allah, spit, pure, star",3033,492,15,492
"prophet, follow, time, sahl_bin_sad, paradis, moon",3034,907,20,907
"prophet, muhammad, hand, peopl, sad_bin_muadh, paradis, men, whose, cloak, usag, anas_bin_malik, silk, life, allah, handkerchief",3035,808,18,808
"paradis, handkerchief, delicaci, apostl, beauti, garment, sad_bin_muadh, doubt, allah, al_bara_bin_azib, peopl",3036,861,19,861
"place, paradis, lash, apostl, al_saidi, sahl_bin_sad, allah, size, world",3037,927,19,927
"prophet, paradis, year, shade, tree, anas_bin_malik, rider",3038,771,17,771
"prophet, paradis, year, tree, huraira, bow, place, shade, __in, rider, earth, abu",3039,739,17,739
"prophet, bone, enmiti, peopl, huraira, leg, wive, everyon, amongst, abu, paradis, heart, batch, sky, transpar, moon, man, star, houri, marrow, flesh, pure",3040,496,16,496
"prophet, paradis, ibrahim, bin, death, son, azib, wet_nurs, al_bara",3041,591,20,591
"prophet, dweller, apostl, al_khudri, place, west, horizon, are, peopl, paradis, hand, way, reward, mansion, allah, said, star, superior, abu, east, nobodi",3042,843,19,843
"prophet, paradis, person, someth, none, gate, kind, sahl_bin_sad, allah, ar_raiyan, caus",3043,944,21,944
"prophet, fire, sever, weather, prayer, dhar, till, perform, increas, journey, wait, shade, hillock, hell, zuhr, heat, cooler, abu",3044,486,18,486
"prophet, prayer, sad, zuhr, cooler, abu",3045,1315,20,1315
"weather, breath, apostl, huraira, summer, winter, part, cold, reason, hell, lord, heat, abu, allah, fire",3046,775,17,774
"apostl, water, ad_dabi, mecca, hell, zam_zam, jamra, fever, cool, with_ibn_abba, heat, fire, allah, abu",3047,772,27,771
"prophet, water, fever, hell, heat, rafi_bin_khadij, fire",3048,743,20,743
"prophet, aisha, water, fever, hell, heat, fire",3049,867,20,867
"prophet, water, fever, hell, heat, narrated_ibn_umar, fire",3050,782,19,782
"someon, apostl, unbeliev, huraira, hell, abu, allah, part, fire",3051,1266,22,1265
"prophet, malik, gate_keep, hell, fire, __, yali, pulpit, angel",3052,574,23,573
"countri, day, someth, apostl, usama, talk, resurrect, intestin, gate, rebellion, hell, abu, millston, peopl, afflict, so_and_so, advis, deed, ruler, uthman, wail, man, order, donkey, somebodi, allah, didnt, fire",3053,537,21,537
"prophet, day, magic, aisha, period, return, feet, head, devil, lubaid_bin_al_aam, male, outer, materi, well, did, skin, thing, dream, pollen, ailment, person, man, dharwan, comb, hair, allah, date_palm",3054,498,17,498
"sleep, word, apostl, huraira, head, knot, prais, back, person, ablut, llah, night, allah, satan, abu",3055,831,18,831
"abdullah, prophet, man, morn, ear, till, night, satan, sunris",3056,748,17,747
"prophet, relat, wife, narrated_ibn_abba, child, offspr, result, name, allah, satan, anyon",3057,915,20,915
"dont, edg, prayer, side, till, head, narrated_ibn_umar, set, sun, devil, sunset, sunris, morn, allah, apostl",3058,669,16,669
"prophet, bed, apostl, huraira, devil, person, al_khudri, vers, thief, muhammad_bin_sirin, fight, someon, somebodi, front, narrat, hand, zakat_ul_fitr, charg, said, prevent, al_kursi, foodstuff, satan, zakat, abu, allah, ramadan",3059,665,17,664
"lord, apostl, so_and_so, huraira, thought, till, refug, allah, question, satan, abu",3060,1055,22,1055
"paradis, month, devil, apostl, gate, huraira, hell, fire, allah, ramadan, abu",3061,1061,25,1061
"prophet, latter, mose, none, apostl, did, fish, meal, ubai_bin_kab, rock, attend, bring, allah, satan",3062,904,55,902
"henc, afflict, satan, apostl, abdullah_bin_umar, fliction, lo, allah, head, east, side",3063,755,16,755
"prophet, hous, nightfal, someth, jabir, mention, piec, allah, hour, wood, devil, spread, utensil, etc, gate, name, night, children, thereupon",3064,555,18,555
"talk, hous, wife, apostl, place, prophet, usama_bin_zaid, dare, ansari, bint, hurri, circul, dont, daughter, huyay, men, itikaf, night, allah, satan, safiya",3065,688,19,687
"prophet, jugular, am, word, anger, vein, men, allah, say, face, sulaiman_bin_surd, compani, bodi, satan",3066,690,15,690
"prophet, prevent, wife, narrated_ibn_abba, anyon, relat, child, satan, offspr, allah, ladi",3067,914,19,914
"prophet, front, strength, prayer, huraira, attent, allah, satan, abu",3068,1469,18,1469
"prophet, heart, call, prayer, huraira, thing, complet, nois, wind, person, heel, raka_t, forget, rakat, iqama, sahu, prostrat, satan, abu",3069,537,14,537
"prophet, side, mari, placenta_cov, finger, huraira, jesu, son, bodi, satan, abu",3070,764,17,764
"subnarr, prophet, alqama, apostl, allah, sham, refug, ammar, person, darda, ad_darda, tongu, mughira, abu, amongst, satan, peopl",3071,969,22,968
"prophet, cloud, aisha, word, ear, thing, soothsay, devil, someth, bottl, angel, earth, pour",3072,490,15,489
"prophet, yawn, ha, act, huraira, ing, abu, satan, anyon",3073,890,15,889
"muslim, day, pagan, aisha, may, hudhaifa, till, back, battl, alyaman, father, front, slave, bewar, uhud, forc, urwa, file, allah, satan",3074,421,19,421
"prophet, steal, aisha, satan, prayer",3075,1291,16,1291
"qatada, no, hadith, abu",3076,687,16,687
"prophet, side, refug, qatada, evil, anyon, allah, dream, satan, abu",3077,1164,20,1164
"day, time, apostl, huraira, prais, dominion, who, slave, abu, power, omnipot, partner, thing, him, alon, reward, right, none, account, belong, allah, deed, satan",3078,613,16,613
"permiss, quraishi, apostl, support, leav, voic, women, may, umar, compani, waqqa, sad_bin_abi, allah",3079,666,25,666
"prophet, sleep, night, huraira, thrice, part, anyon, water, ablut, abu, satan, nose",3080,771,17,771
"jinn, day, wit, apostl, sasaa, abdur_rahman_bin_abdullah_bin_abdur_rahman_bin_abi, said, al_khudri, adhan, resurrect, desert, sheep, ansari, favor, voic, anyth, allah, father, abu",3081,647,18,646
"prophet, apostl, albatross, al_awamir, back, abort, dhu_attufyatain, az_zubri, sight, pulpit, abu, kill, dont, sermon, lubaba, narrated_ibn_umar, eye, order, abdullah_bin_umar, line, tail, allah, snake",3082,673,16,673
"pastur, place, time, apostl, afflict, mountain, said, al_khudri, top, properti, man, religion, fall, rain, allah, abu",3083,776,21,776
"disbelief, gentl, sourc, apostl, huraira, arrog, allah, camel, bedouin, pride, attent, characterist, hors, sheep, religion, abu, east, modesti, owner",3084,605,16,605
"mudar, apostl, merciless, tribe, qualiti, head, attent, uqba_bin_umar, religion, rabia, islam, side, hand, toward, yemenit, camel, masud, belief, true, satan, abu, allah, yonder, stern, yemen",3085,473,16,472
"prophet, cock, crow, huraira, ask, bray, refug, indic, donkey, bless, angel, allah, satan, abu",3086,883,17,883
jabir_bin_abdullah,3087,187,15,186
"prophet, front, time, did, she_camel, huraira, kab, group, torah, milk, israelit, sheep, rat, question, nobodi, abu",3088,562,21,561
"prophet, salamand, aisha, mischief_do, sad_bin_waqqa",3089,1063,13,1063
"prophet, salamand, um, sharik",3090,1154,20,1154
"prophet, kill, back, aisha, snake, line, abort, on_look",3091,681,14,681
"prophet, aisha, snake, abort, abtar, on_look",3092,890,12,890
"kill, prophet, look, mulaika, skin, wall, cast_off, back, snake, afterward, lubaba, line, _ibn_umar, reason, do, abu",3093,452,14,452
"prophet, kill, hous, snake, _ibn_umar, lubaba, nafi, abu",3094,907,18,907
"prophet, kind, aisha, crow, scorpion, kite, sanctuari, anim, rabid, mischief_do, rat, dog",3095,471,11,471
"dog, state, apostl, scorpion, rabid, allah, kite, anim, person, abdullah_bin_umar, rat, ihram, crow",3096,665,16,664
"prophet, candl, time, mischief_do, hous, jinn, skin, thing, light, dweller, devil, ata, wick, utensil, water, jabir_bin_abdullah, rat, night, children, door",3097,347,14,346
"abdullah, surat_al_mursalat, hole, toward, apostl, compani, evil, cave, allah, snake",3098,810,21,810
"prophet, woman, hell, cat, narrated_ibn_umar, fire",3099,883,17,883
"prophet, fire, underneath, tree, apostl, huraira, ant, luggag, page, place, revel, rest, chapter, __, abu, allah, bit",3100,946,17,946
"prophet, hous, diseas, drink, huraira, fli, anyon, wing, cure, abu",3101,839,17,839
"well, apostl, dog, huraira, allah, water, head_cov, prostitut, thirst, pass, pant, shoe, abu",3102,869,17,868
"prophet, hous, pictur, dog, witch, abu, talha, angel",3103,915,19,915
"dog, allah, apostl, abdullah_bin_umar",3104,1938,24,1938
"qirat, apostl, dog, huraira, deed, purpos, livestock, reward, protect, agricultur, somebodi, allah, abu",3105,877,18,877
"qirat, deed, sufyan_bin_abi, work, farm, dog, livestock, reward, apostl, zuhair, ash_shani, allah, somebodi",3106,628,17,627
"prophet, rahmatu_l_lahi, huraira, alaikum, greet, group, cubit, peac, adam, wa, alaika, as_salamu, abu, paradis, salut, repli, angel, go, allah, merci",3107,643,24,642
"comb, secret, apostl, sky, wive, group, aloes_wood, gold, cubit, adam, peopl, father, abu, paradis, statut, sweat, huraira, spit, moon, musk, star, sixti, allah, center, natur",3108,537,16,537
"salaim, apostl, um, water, salama, discharg, woman, bath, allah, truth, abu",3109,984,23,983
"prophet, caudat, peopl, hour, wife, jew, west, child, extralob, parent, father, islam, resembl, fish_liv, uncl, thing, nobodi, ana, paradis, portent, apostl, enemi, arriv, meal, lobe, medina, amongst, abdullah_bin_salam, abdullah, intercours, allah, angel, man, woman, gabriel, fire, east, answer",3110,486,23,486
"prophet, husband, huraira, eve, wive, isra, meat, abu",3111,1007,19,1007
"apostl, portion, huraira, rib, allah, treat, women, abu",3112,1373,20,1373
"abdullah, day, time, word, apostl, mean, regard, death, hell, cubit, religion, creation, peopl, bodi, clot, womb, paradis, mother, forti, enter, piec, angel, livelihood, deed, person, man, soul, distanc, surpass, allah, flesh, fire",3113,446,17,445
"prophet, creation, piec, semen, angel, discharg, child, flesh, anas_bin_malik, lord, drop, allah, clot, womb",3114,696,20,696
"ana, prophet, everyth, me, backbon, other, ransom, punish, person, hell, adam, allah, earth, fire",3115,751,19,751
"abdullah, tradit, person, apostl, crime, burden, son, share, allah, adam",3116,878,21,878
"dajjal, prophet, apostl, narrated_ibn_umar, nation, warn, allah, doubt, peopl",3117,1534,21,1534
"prophet, paradis, apostl, huraira, shall, noah, dajjal, hell, stori, allah, nation, abu",3118,1314,28,1314
"prophet, day, messag, apostl, did, muhammad, said, follow, resurrect, noah, my, lord, nation, wit, allah, abu",3119,1032,26,1031
"prophet, state, peopl, forearm, huraira, appeal, noah, sun, place, mutton, futur, lord, father, somebodi, paradis, dont, hand, tree, him, banquet, day, level, observ, resurrect, adam, condit, abu, chief, announc, allah, mankind, angel, person, muhammad, morsel, compani",3120,515,22,514
"abdullah, tone, vers, fahal_min_muddalkir, apostl, allah",3121,1366,21,1366
"prophet, peopl, at_tai, uyaina_bin_badr, person, al_fazari, ali, heart, narrated_ibn_abba, alqama_bin_ulatha, said, al_amir, nahban, kilab, wind, najd, ansar, al_hanzali, gold, abu, chief, be, ad, quran, piec, al_aqra_bin_habi, mujashi, as_saba, ad_dabur, bani, man, tribe, zaid, allah",3122,470,23,469
"abdullah, prophet, min, fahal, no, muddakir, hadith, recit",3123,659,13,659
"prophet, power, she_camel, leg, salih, person, honor, job, abdullah_bin_zama, man, nation, zama, abu",3124,645,18,645
"prophet, al_hijr, well, apostl, bag, companion, narrated_ibn_umar, ghazwa, water, dough, allah, tabuk",3125,1087,23,1086
"prophet, dough, well, apostl, she_camel, land, camel, drink, salih, water, abdullah_bin_umar, al_hijr, allah, thamud, peopl",3126,966,21,966
"prophet, hous, abdullah_bin_umar, hijr, cloth, do, face, place, camel_saddl, sheet, al, punish",3127,510,14,510
"apostl, dwell, punish, narrated_ibn_umar, allah, do",3128,1333,20,1333
"prophet, state, danger, apostl, open, wall, arab, person, finger, thumb, zainab, bint, jahsh, circl, woe, shall, index, magog, fear, right, none, gog, allah",3129,588,16,588
"prophet, hand, peopl, open, huraira, wall, magog, finger, gog, allah, help, abu",3130,1174,21,1174
"prophet, time, peopl, companion, al_khudri, paradis, hand, wrath, him, said, drunken, magog, ninety_nin, fire, labbaik, day, apostl, resurrect, femal, wa, adam, miscarriag, gog, abu, thousand, children, akbar, dread, whose, allahu, allah, sadaik",3131,613,21,613
"prophet, day, islam, companion, abraham, promis, nake, resurrect, slave, hell, creation, jesu, side, watcher, narrated_ibn_abba, thing, all_mighti, all_wis, judgment, wit, piou, allah, fire",3132,530,21,529
"prophet, day, dhabh, huraira, abraham, face, resurrect, didnt, lord, father, abu, paradis, today, azar, disbeliev, allah, dust",3133,845,23,845
"prophet, matter, mari, kaba, pictur, divin, hous, abraham, narrated_ibn_abba, arrow, angel",3134,536,22,536
"prophet, may, ishmael, kaba, pictur, divin, abraham, narrated_ibn_abba, arrow, allah",3135,971,55,970
"prophet, apostl, khalil, huraira, abraham, sight, joseph, son, allah, peopl, amongst, abu",3136,1420,26,1420
